LA,14301,HH,M,2000-01-01T07:00:00+07:00,1.46,m     , O
LA,14301,HH,M,2002-01-24T07:00:00+07:00,1.26,m     , O
LA,14301,HH,M,2002-01-25T07:00:00+07:00,1.29,m     , O
LA,14301,HH,M,2002-01-26T07:00:00+07:00,1.3,m     , O
LA,14301,HH,M,2002-01-27T07:00:00+07:00,1.28,m     , O
LA,14301,HH,M,2002-01-28T07:00:00+07:00,1.26,m     , O
LA,14301,HH,M,2002-01-29T07:00:00+07:00,1.23,m     , O
LA,14301,HH,M,2002-01-30T07:00:00+07:00,1.21,m     , O
LA,14301,HH,M,2002-01-31T07:00:00+07:00,1.2,m     , O
LA,14301,HH,M,2002-02-01T07:00:00+07:00,1.2,m     , O
LA,14301,HH,M,2002-02-02T07:00:00+07:00,1.18,m     , O
LA,14301,HH,M,2002-02-03T07:00:00+07:00,1.18,m     , O
LA,14301,HH,M,2002-02-04T07:00:00+07:00,1.19,m     , O
LA,14301,HH,M,2002-02-05T07:00:00+07:00,1.2,m     , O
LA,14301,HH,M,2002-02-06T07:00:00+07:00,1.21,m     , O
LA,14301,HH,M,2002-02-07T07:00:00+07:00,1.22,m     , O
LA,14301,HH,M,2002-02-08T07:00:00+07:00,1.22,m     , O
LA,14301,HH,M,2002-02-09T07:00:00+07:00,1.21,m     , O
LA,14301,HH,M,2002-02-10T07:00:00+07:00,1.2,m     , O
LA,14301,HH,M,2002-02-11T07:00:00+07:00,1.18,m     , O
LA,14301,HH,M,2002-02-12T07:00:00+07:00,1.16,m     , O
LA,14301,HH,M,2002-02-13T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2002-02-14T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2002-02-15T07:00:00+07:00,1.09,m     , O
LA,14301,HH,M,2002-02-16T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2002-02-17T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2002-02-18T07:00:00+07:00,1.08,m     , O
LA,14301,HH,M,2002-02-19T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2002-02-20T07:00:00+07:00,1.03,m     , O
LA,14301,HH,M,2002-02-21T07:00:00+07:00,1.03,m     , O
LA,14301,HH,M,2002-02-22T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2002-02-23T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2002-02-24T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2002-02-25T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2002-02-26T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2002-02-27T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2002-02-28T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2002-03-01T07:00:00+07:00,1.01,m     , O
LA,14301,HH,M,2002-03-02T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2002-03-03T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2002-03-04T07:00:00+07:00,1.01,m     , O
LA,14301,HH,M,2002-03-05T07:00:00+07:00,1.02,m     , O
LA,14301,HH,M,2002-03-06T07:00:00+07:00,1.03,m     , O
LA,14301,HH,M,2002-03-07T07:00:00+07:00,1.01,m     , O
LA,14301,HH,M,2002-03-08T07:00:00+07:00,1,m     , O
LA,14301,HH,M,2002-03-09T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2002-03-10T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2002-03-11T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2002-03-12T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2002-03-13T07:00:00+07:00,0.95,m     , O
LA,14301,HH,M,2002-03-14T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2002-03-15T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2002-03-16T07:00:00+07:00,0.94,m     , O
LA,14301,HH,M,2002-03-17T07:00:00+07:00,0.95,m     , O
LA,14301,HH,M,2002-03-18T07:00:00+07:00,0.95,m     , O
LA,14301,HH,M,2002-03-19T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2002-03-20T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2002-03-21T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2002-03-22T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2002-03-23T07:00:00+07:00,0.87,m     , O
LA,14301,HH,M,2002-03-24T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2002-03-25T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2002-03-26T07:00:00+07:00,0.84,m     , O
LA,14301,HH,M,2002-03-27T07:00:00+07:00,0.86,m     , O
LA,14301,HH,M,2002-03-28T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2002-03-29T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2002-03-30T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2002-03-31T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2002-04-01T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2002-04-02T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2002-04-03T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2002-04-04T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2002-04-05T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2002-04-06T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2002-04-07T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2002-04-08T07:00:00+07:00,0.93,m     , O
LA,14301,HH,M,2002-04-09T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2002-04-10T07:00:00+07:00,0.99,m     , O
LA,14301,HH,M,2002-04-11T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2002-04-12T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2002-04-13T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2002-04-14T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2002-04-15T07:00:00+07:00,0.85,m     , O
LA,14301,HH,M,2002-04-16T07:00:00+07:00,0.8,m     , O
LA,14301,HH,M,2002-04-17T07:00:00+07:00,0.79,m     , O
LA,14301,HH,M,2002-04-18T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2002-04-19T07:00:00+07:00,0.79,m     , O
LA,14301,HH,M,2002-04-20T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2002-04-21T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2002-04-22T07:00:00+07:00,0.76,m     , O
LA,14301,HH,M,2002-04-23T07:00:00+07:00,0.75,m     , O
LA,14301,HH,M,2002-04-24T07:00:00+07:00,0.78,m     , O
LA,14301,HH,M,2002-04-25T07:00:00+07:00,0.8,m     , O
LA,14301,HH,M,2002-04-26T07:00:00+07:00,0.83,m     , O
LA,14301,HH,M,2002-04-27T07:00:00+07:00,0.83,m     , O
LA,14301,HH,M,2002-04-28T07:00:00+07:00,0.87,m     , O
LA,14301,HH,M,2002-04-29T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2002-04-30T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2002-05-01T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2002-05-02T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2002-05-03T07:00:00+07:00,0.91,m     , O
LA,14301,HH,M,2002-05-04T07:00:00+07:00,0.9,m     , O
LA,14301,HH,M,2002-05-05T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2002-05-06T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2002-05-07T07:00:00+07:00,0.86,m     , O
LA,14301,HH,M,2002-05-08T07:00:00+07:00,0.88,m     , O
LA,14301,HH,M,2002-05-09T07:00:00+07:00,0.89,m     , O
LA,14301,HH,M,2002-05-10T07:00:00+07:00,0.95,m     , O
LA,14301,HH,M,2002-05-11T07:00:00+07:00,0.97,m     , O
LA,14301,HH,M,2002-05-12T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2002-05-13T07:00:00+07:00,0.96,m     , O
LA,14301,HH,M,2002-05-14T07:00:00+07:00,0.97,m     , O
LA,14301,HH,M,2002-05-15T07:00:00+07:00,0.98,m     , O
LA,14301,HH,M,2002-05-16T07:00:00+07:00,1.05,m     , O
LA,14301,HH,M,2002-05-17T07:00:00+07:00,1.1,m     , O
LA,14301,HH,M,2002-05-18T07:00:00+07:00,1.17,m     , O
LA,14301,HH,M,2002-05-19T07:00:00+07:00,1.24,m     , O
LA,14301,HH,M,2002-05-20T07:00:00+07:00,1.41,m     , O
LA,14301,HH,M,2002-05-21T07:00:00+07:00,1.64,m     , O
LA,14301,HH,M,2002-05-22T07:00:00+07:00,1.84,m     , O
LA,14301,HH,M,2002-05-23T07:00:00+07:00,1.95,m     , O
LA,14301,HH,M,2002-05-24T07:00:00+07:00,2.03,m     , O
LA,14301,HH,M,2002-05-25T07:00:00+07:00,2.31,m     , O
LA,14301,HH,M,2002-05-26T07:00:00+07:00,2.55,m     , O
LA,14301,HH,M,2002-05-27T07:00:00+07:00,2.68,m     , O
LA,14301,HH,M,2002-05-28T07:00:00+07:00,2.76,m     , O
LA,14301,HH,M,2002-05-29T07:00:00+07:00,2.81,m     , O
LA,14301,HH,M,2002-05-30T07:00:00+07:00,2.88,m     , O
LA,14301,HH,M,2002-05-31T07:00:00+07:00,2.94,m     , O
LA,14301,HH,M,2002-06-01T07:00:00+07:00,2.96,m     , O
LA,14301,HH,M,2002-06-02T07:00:00+07:00,2.93,m     , O
LA,14301,HH,M,2002-06-03T07:00:00+07:00,2.9,m     , O
LA,14301,HH,M,2002-06-04T07:00:00+07:00,2.87,m     , O
LA,14301,HH,M,2002-06-05T07:00:00+07:00,2.83,m     , O
LA,14301,HH,M,2002-06-06T07:00:00+07:00,2.92,m     , O
LA,14301,HH,M,2002-06-07T07:00:00+07:00,3.16,m     , O
LA,14301,HH,M,2002-06-08T07:00:00+07:00,3.44,m     , O
LA,14301,HH,M,2002-06-09T07:00:00+07:00,3.57,m     , O
LA,14301,HH,M,2002-06-10T07:00:00+07:00,3.58,m     , O
LA,14301,HH,M,2002-06-11T07:00:00+07:00,3.7,m     , O
LA,14301,HH,M,2002-06-12T07:00:00+07:00,3.88,m     , O
LA,14301,HH,M,2002-06-13T07:00:00+07:00,4.19,m     , O
LA,14301,HH,M,2002-06-14T07:00:00+07:00,4.58,m     , O
LA,14301,HH,M,2002-06-15T07:00:00+07:00,4.88,m     , O
LA,14301,HH,M,2002-06-16T07:00:00+07:00,5.29,m     , O
LA,14301,HH,M,2002-06-17T07:00:00+07:00,5.2,m     , O
LA,14301,HH,M,2002-06-18T07:00:00+07:00,5.1,m     , O
LA,14301,HH,M,2002-06-19T07:00:00+07:00,4.95,m     , O
LA,14301,HH,M,2002-06-20T07:00:00+07:00,5.1,m     , O
LA,14301,HH,M,2002-06-21T07:00:00+07:00,5.1,m     , O
LA,14301,HH,M,2002-06-22T07:00:00+07:00,5.1,m     , O
LA,14301,HH,M,2002-06-23T07:00:00+07:00,5.19,m     , O
LA,14301,HH,M,2002-06-24T07:00:00+07:00,5.43,m     , O
LA,14301,HH,M,2002-06-25T07:00:00+07:00,5.53,m     , O
LA,14301,HH,M,2002-06-26T07:00:00+07:00,5.33,m     , O
LA,14301,HH,M,2002-06-27T07:00:00+07:00,5.19,m     , O
LA,14301,HH,M,2002-06-28T07:00:00+07:00,5.38,m     , O
LA,14301,HH,M,2002-06-29T07:00:00+07:00,5.55,m     , O
LA,14301,HH,M,2002-06-30T07:00:00+07:00,5.62,m     , O
LA,14301,HH,M,2002-07-01T07:00:00+07:00,5.72,m     , O
LA,14301,HH,M,2002-07-02T07:00:00+07:00,5.8,m     , O
LA,14301,HH,M,2002-07-03T07:00:00+07:00,5.95,m     , O
LA,14301,HH,M,2002-07-04T07:00:00+07:00,5.64,m     , O
LA,14301,HH,M,2002-07-05T07:00:00+07:00,6.96,m     , O
LA,14301,HH,M,2002-07-06T07:00:00+07:00,7.21,m     , O
LA,14301,HH,M,2002-07-07T07:00:00+07:00,7.38,m     , O
LA,14301,HH,M,2002-07-08T07:00:00+07:00,7.48,m     , O
LA,14301,HH,M,2002-07-09T07:00:00+07:00,7.77,m     , O
LA,14301,HH,M,2002-07-10T07:00:00+07:00,7.97,m     , O
LA,14301,HH,M,2002-07-11T07:00:00+07:00,8.03,m     , O
LA,14301,HH,M,2002-07-12T07:00:00+07:00,8.03,m     , O
LA,14301,HH,M,2002-07-13T07:00:00+07:00,7.92,m     , O
LA,14301,HH,M,2002-07-14T07:00:00+07:00,7.69,m     , O
LA,14301,HH,M,2002-07-15T07:00:00+07:00,7.52,m     , O
LA,14301,HH,M,2002-07-16T07:00:00+07:00,7.35,m     , O
LA,14301,HH,M,2002-07-17T07:00:00+07:00,7.13,m     , O
LA,14301,HH,M,2002-07-18T07:00:00+07:00,7.01,m     , O
LA,14301,HH,M,2002-07-19T07:00:00+07:00,7,m     , O
LA,14301,HH,M,2002-07-20T07:00:00+07:00,7,m     , O
LA,14301,HH,M,2002-07-21T07:00:00+07:00,7,m     , O
LA,14301,HH,M,2002-07-22T07:00:00+07:00,7.01,m     , O
LA,14301,HH,M,2002-07-23T07:00:00+07:00,6.96,m     , O
LA,14301,HH,M,2002-07-24T07:00:00+07:00,6.87,m     , O
LA,14301,HH,M,2002-07-25T07:00:00+07:00,6.77,m     , O
LA,14301,HH,M,2002-07-26T07:00:00+07:00,6.73,m     , O
LA,14301,HH,M,2002-07-27T07:00:00+07:00,6.7,m     , O
LA,14301,HH,M,2002-07-28T07:00:00+07:00,6.8,m     , O
LA,14301,HH,M,2002-07-29T07:00:00+07:00,7.04,m     , O
LA,14301,HH,M,2002-07-30T07:00:00+07:00,7.34,m     , O
LA,14301,HH,M,2002-07-31T07:00:00+07:00,7.64,m     , O
LA,14301,HH,M,2002-08-01T07:00:00+07:00,7.65,m     , O
LA,14301,HH,M,2002-08-02T07:00:00+07:00,7.55,m     , O
LA,14301,HH,M,2002-08-03T07:00:00+07:00,7.49,m     , O
LA,14301,HH,M,2002-08-04T07:00:00+07:00,7.51,m     , O
LA,14301,HH,M,2002-08-05T07:00:00+07:00,7.46,m     , O
LA,14301,HH,M,2002-08-06T07:00:00+07:00,7.42,m     , O
LA,14301,HH,M,2002-08-07T07:00:00+07:00,7.52,m     , O
LA,14301,HH,M,2002-08-08T07:00:00+07:00,7.66,m     , O
LA,14301,HH,M,2002-08-09T07:00:00+07:00,7.83,m     , O
LA,14301,HH,M,2002-08-10T07:00:00+07:00,7.94,m     , O
LA,14301,HH,M,2002-08-11T07:00:00+07:00,7.96,m     , O
LA,14301,HH,M,2002-08-12T07:00:00+07:00,7.96,m     , O
LA,14301,HH,M,2002-08-13T07:00:00+07:00,7.96,m     , O
LA,14301,HH,M,2002-08-14T07:00:00+07:00,8.09,m     , O
LA,14301,HH,M,2002-08-15T07:00:00+07:00,8.29,m     , O
LA,14301,HH,M,2002-08-16T07:00:00+07:00,8.38,m     , O
LA,14301,HH,M,2002-08-17T07:00:00+07:00,8.15,m     , O
LA,14301,HH,M,2002-08-18T07:00:00+07:00,8.1,m     , O
LA,14301,HH,M,2002-08-19T07:00:00+07:00,8.32,m     , O
LA,14301,HH,M,2002-08-20T07:00:00+07:00,8.53,m     , O
LA,14301,HH,M,2002-08-21T07:00:00+07:00,8.69,m     , O
LA,14301,HH,M,2002-08-22T07:00:00+07:00,8.72,m     , O
LA,14301,HH,M,2002-08-23T07:00:00+07:00,8.67,m     , O
LA,14301,HH,M,2002-08-24T07:00:00+07:00,8.57,m     , O
LA,14301,HH,M,2002-08-25T07:00:00+07:00,8.45,m     , O
LA,14301,HH,M,2002-08-26T07:00:00+07:00,8.29,m     , O
LA,14301,HH,M,2002-08-27T07:00:00+07:00,8.16,m     , O
LA,14301,HH,M,2002-08-28T07:00:00+07:00,8.12,m     , O
LA,14301,HH,M,2002-08-29T07:00:00+07:00,8.1,m     , O
LA,14301,HH,M,2002-08-30T07:00:00+07:00,7.99,m     , O
LA,14301,HH,M,2002-08-31T07:00:00+07:00,7.91,m     , O
LA,14301,HH,M,2002-09-01T07:00:00+07:00,7.87,m     , O
LA,14301,HH,M,2002-09-02T07:00:00+07:00,7.8,m     , O
LA,14301,HH,M,2002-09-03T07:00:00+07:00,7.78,m     , O
LA,14301,HH,M,2002-09-04T07:00:00+07:00,7.78,m     , O
LA,14301,HH,M,2002-09-05T07:00:00+07:00,7.86,m     , O
LA,14301,HH,M,2002-09-06T07:00:00+07:00,7.85,m     , O
LA,14301,HH,M,2002-09-07T07:00:00+07:00,7.82,m     , O
LA,14301,HH,M,2002-09-08T07:00:00+07:00,7.82,m     , O
LA,14301,HH,M,2002-09-09T07:00:00+07:00,7.9,m     , O
LA,14301,HH,M,2002-09-10T07:00:00+07:00,8.23,m     , O
LA,14301,HH,M,2002-09-11T07:00:00+07:00,8.36,m     , O
LA,14301,HH,M,2002-09-12T07:00:00+07:00,8.22,m     , O
LA,14301,HH,M,2002-09-13T07:00:00+07:00,7.9,m     , O
LA,14301,HH,M,2002-09-14T07:00:00+07:00,7.54,m     , O
LA,14301,HH,M,2002-09-15T07:00:00+07:00,7.25,m     , O
LA,14301,HH,M,2002-09-16T07:00:00+07:00,7.08,m     , O
LA,14301,HH,M,2002-09-17T07:00:00+07:00,7.34,m     , O
LA,14301,HH,M,2002-09-18T07:00:00+07:00,7.59,m     , O
LA,14301,HH,M,2002-09-19T07:00:00+07:00,7.51,m     , O
LA,14301,HH,M,2002-09-20T07:00:00+07:00,7.36,m     , O
LA,14301,HH,M,2002-09-21T07:00:00+07:00,7.38,m     , O
LA,14301,HH,M,2002-09-22T07:00:00+07:00,7.47,m     , O
LA,14301,HH,M,2002-09-23T07:00:00+07:00,7.74,m     , O
LA,14301,HH,M,2002-09-24T07:00:00+07:00,7.93,m     , O
LA,14301,HH,M,2002-09-25T07:00:00+07:00,7.98,m     , O
LA,14301,HH,M,2002-09-26T07:00:00+07:00,7.89,m     , O
LA,14301,HH,M,2002-09-27T07:00:00+07:00,7.66,m     , O
LA,14301,HH,M,2002-09-28T07:00:00+07:00,7.33,m     , O
LA,14301,HH,M,2002-09-29T07:00:00+07:00,7.05,m     , O
LA,14301,HH,M,2002-09-30T07:00:00+07:00,6.84,m     , O
LA,14301,HH,M,2002-10-01T07:00:00+07:00,6.58,m     , O
LA,14301,HH,M,2002-10-02T07:00:00+07:00,6.41,m     , O
LA,14301,HH,M,2002-10-03T07:00:00+07:00,6.2,m     , O
LA,14301,HH,M,2002-10-04T07:00:00+07:00,6.08,m     , O
LA,14301,HH,M,2002-10-05T07:00:00+07:00,6.01,m     , O
LA,14301,HH,M,2002-10-06T07:00:00+07:00,5.96,m     , O
LA,14301,HH,M,2002-10-07T07:00:00+07:00,5.91,m     , O
LA,14301,HH,M,2002-10-08T07:00:00+07:00,5.87,m     , O
LA,14301,HH,M,2002-10-09T07:00:00+07:00,5.88,m     , O
LA,14301,HH,M,2002-10-10T07:00:00+07:00,5.85,m     , O
LA,14301,HH,M,2002-10-11T07:00:00+07:00,5.81,m     , O
LA,14301,HH,M,2002-10-12T07:00:00+07:00,5.75,m     , O
LA,14301,HH,M,2002-10-13T07:00:00+07:00,5.69,m     , O
LA,14301,HH,M,2002-10-14T07:00:00+07:00,5.41,m     , O
LA,14301,HH,M,2002-10-15T07:00:00+07:00,5.26,m     , O
LA,14301,HH,M,2002-10-16T07:00:00+07:00,5.07,m     , O
LA,14301,HH,M,2002-10-17T07:00:00+07:00,4.89,m     , O
LA,14301,HH,M,2002-10-18T07:00:00+07:00,4.72,m     , O
LA,14301,HH,M,2002-10-19T07:00:00+07:00,4.57,m     , O
LA,14301,HH,M,2002-10-20T07:00:00+07:00,4.42,m     , O
LA,14301,HH,M,2002-10-21T07:00:00+07:00,4.29,m     , O
LA,14301,HH,M,2002-10-22T07:00:00+07:00,4.22,m     , O
LA,14301,HH,M,2002-10-23T07:00:00+07:00,4.14,m     , O
LA,14301,HH,M,2002-10-24T07:00:00+07:00,4.01,m     , O
LA,14301,HH,M,2002-10-25T07:00:00+07:00,3.94,m     , O
LA,14301,HH,M,2002-10-26T07:00:00+07:00,3.82,m     , O
LA,14301,HH,M,2002-10-27T07:00:00+07:00,3.74,m     , O
LA,14301,HH,M,2002-10-28T07:00:00+07:00,3.66,m     , O
LA,14301,HH,M,2002-10-29T07:00:00+07:00,3.64,m     , O
LA,14301,HH,M,2002-10-30T07:00:00+07:00,3.62,m     , O
LA,14301,HH,M,2002-10-31T07:00:00+07:00,3.61,m     , O
LA,14301,HH,M,2002-11-01T07:00:00+07:00,3.59,m     , O
LA,14301,HH,M,2002-11-02T07:00:00+07:00,3.58,m     , O
LA,14301,HH,M,2002-11-03T07:00:00+07:00,3.55,m     , O
LA,14301,HH,M,2002-11-04T07:00:00+07:00,3.56,m     , O
LA,14301,HH,M,2002-11-05T07:00:00+07:00,3.52,m     , O
LA,14301,HH,M,2002-11-06T07:00:00+07:00,3.49,m     , O
LA,14301,HH,M,2002-11-07T07:00:00+07:00,3.52,m     , O
LA,14301,HH,M,2002-11-08T07:00:00+07:00,3.5,m     , O
LA,14301,HH,M,2002-11-09T07:00:00+07:00,3.49,m     , O
LA,14301,HH,M,2002-11-10T07:00:00+07:00,3.44,m     , O
LA,14301,HH,M,2002-11-11T07:00:00+07:00,3.34,m     , O
LA,14301,HH,M,2002-11-12T07:00:00+07:00,3.23,m     , O
LA,14301,HH,M,2002-11-13T07:00:00+07:00,3.2,m     , O
LA,14301,HH,M,2002-11-14T07:00:00+07:00,3.17,m     , O
LA,14301,HH,M,2002-11-15T07:00:00+07:00,3.13,m     , O
LA,14301,HH,M,2002-11-16T07:00:00+07:00,3.1,m     , O
LA,14301,HH,M,2002-11-17T07:00:00+07:00,3.03,m     , O
LA,14301,HH,M,2002-11-18T07:00:00+07:00,2.96,m     , O
LA,14301,HH,M,2002-11-19T07:00:00+07:00,2.91,m     , O
LA,14301,HH,M,2002-11-20T07:00:00+07:00,2.82,m     , O
LA,14301,HH,M,2002-11-21T07:00:00+07:00,2.77,m     , O
LA,14301,HH,M,2002-11-22T07:00:00+07:00,2.68,m     , O
LA,14301,HH,M,2002-11-23T07:00:00+07:00,2.61,m     , O
LA,14301,HH,M,2002-11-24T07:00:00+07:00,2.6,m     , O
LA,14301,HH,M,2002-11-25T07:00:00+07:00,2.57,m     , O
LA,14301,HH,M,2002-11-26T07:00:00+07:00,2.52,m     , O
LA,14301,HH,M,2002-11-27T07:00:00+07:00,2.5,m     , O
LA,14301,HH,M,2002-11-28T07:00:00+07:00,2.51,m     , O
LA,14301,HH,M,2002-11-29T07:00:00+07:00,2.5,m     , O
LA,14301,HH,M,2002-11-30T07:00:00+07:00,2.49,m     , O
LA,14301,HH,M,2002-12-01T07:00:00+07:00,2.47,m     , O
LA,14301,HH,M,2002-12-02T07:00:00+07:00,2.4,m     , O
LA,14301,HH,M,2002-12-03T07:00:00+07:00,2.37,m     , O
LA,14301,HH,M,2002-12-04T07:00:00+07:00,2.33,m     , O
LA,14301,HH,M,2002-12-05T07:00:00+07:00,2.33,m     , O
LA,14301,HH,M,2002-12-06T07:00:00+07:00,2.37,m     , O
LA,14301,HH,M,2002-12-07T07:00:00+07:00,2.59,m     , O
LA,14301,HH,M,2002-12-08T07:00:00+07:00,2.74,m     , O
LA,14301,HH,M,2002-12-09T07:00:00+07:00,2.83,m     , O
LA,14301,HH,M,2002-12-10T07:00:00+07:00,2.77,m     , O
LA,14301,HH,M,2002-12-11T07:00:00+07:00,2.67,m     , O
LA,14301,HH,M,2002-12-12T07:00:00+07:00,2.595,m     , E
LA,14301,HH,M,2002-12-13T07:00:00+07:00,2.38,m     , O
LA,14301,HH,M,2002-12-14T07:00:00+07:00,2.21,m     , O
LA,14301,HH,M,2002-12-15T07:00:00+07:00,1.99,m     , O
LA,14301,HH,M,2002-12-16T07:00:00+07:00,1.79,m     , O
LA,14301,HH,M,2002-12-17T07:00:00+07:00,1.77,m     , O
LA,14301,HH,M,2002-12-18T07:00:00+07:00,1.76,m     , O
LA,14301,HH,M,2002-12-19T07:00:00+07:00,1.74,m     , O
LA,14301,HH,M,2002-12-20T07:00:00+07:00,1.75,m     , O
LA,14301,HH,M,2002-12-21T07:00:00+07:00,1.93,m     , O
LA,14301,HH,M,2002-12-22T07:00:00+07:00,1.96,m     , O
LA,14301,HH,M,2002-12-23T07:00:00+07:00,1.89,m     , O
LA,14301,HH,M,2002-12-24T07:00:00+07:00,1.78,m     , O
LA,14301,HH,M,2002-12-25T07:00:00+07:00,1.52,m     , O
LA,14301,HH,M,2002-12-26T07:00:00+07:00,1.65,m     , O
LA,14301,HH,M,2002-12-27T07:00:00+07:00,1.62,m     , O
LA,14301,HH,M,2002-12-28T07:00:00+07:00,1.6,m     , O
LA,14301,HH,M,2002-12-29T07:00:00+07:00,1.59,m     , O
LA,14301,HH,M,2002-12-30T07:00:00+07:00,1.58,m     , O
LA,14301,HH,M,2002-12-31T07:00:00+07:00,1.57,m     , O
LA,14301,HH,M,2003-01-01T07:00:00+07:00,1.58,m     , O
LA,14301,HH,M,2003-01-02T07:00:00+07:00,1.55,m     , O
LA,14301,HH,M,2003-01-03T07:00:00+07:00,1.51,m     , O
LA,14301,HH,M,2003-01-04T07:00:00+07:00,1.52,m     , O
LA,14301,HH,M,2003-01-05T07:00:00+07:00,1.52,m     , O
LA,14301,HH,M,2003-01-06T07:00:00+07:00,1.52,m     , O
LA,14301,HH,M,2003-01-07T07:00:00+07:00,1.65,m     , O
LA,14301,HH,M,2003-01-08T07:00:00+07:00,1.66,m     , O
LA,14301,HH,M,2003-01-09T07:00:00+07:00,1.66,m     , O
LA,14301,HH,M,2003-01-10T07:00:00+07:00,1.63,m     , O
LA,14301,HH,M,2003-01-11T07:00:00+07:00,1.59,m     , O
LA,14301,HH,M,2003-01-12T07:00:00+07:00,1.55,m     , O
LA,14301,HH,M,2003-01-13T07:00:00+07:00,1.52,m     , O
LA,14301,HH,M,2003-01-14T07:00:00+07:00,1.52,m     , O
LA,14301,HH,M,2003-01-15T07:00:00+07:00,1.59,m     , O
LA,14301,HH,M,2003-01-16T07:00:00+07:00,1.63,m     , O
LA,14301,HH,M,2003-01-17T07:00:00+07:00,1.77,m     , O
LA,14301,HH,M,2003-01-18T07:00:00+07:00,1.82,m     , O
LA,14301,HH,M,2003-01-19T07:00:00+07:00,1.87,m     , O
LA,14301,HH,M,2003-01-20T07:00:00+07:00,1.91,m     , O
LA,14301,HH,M,2003-01-21T07:00:00+07:00,1.82,m     , O
LA,14301,HH,M,2003-01-22T07:00:00+07:00,1.73,m     , O
LA,14301,HH,M,2003-01-23T07:00:00+07:00,1.61,m     , O
LA,14301,HH,M,2003-01-24T07:00:00+07:00,1.52,m     , O
LA,14301,HH,M,2003-01-25T07:00:00+07:00,1.44,m     , O
LA,14301,HH,M,2003-01-26T07:00:00+07:00,1.42,m     , O
LA,14301,HH,M,2003-01-27T07:00:00+07:00,1.34,m     , O
LA,14301,HH,M,2003-01-28T07:00:00+07:00,1.33,m     , O
LA,14301,HH,M,2003-01-29T07:00:00+07:00,1.3,m     , O
LA,14301,HH,M,2003-01-30T07:00:00+07:00,1.3,m     , O
LA,14301,HH,M,2003-01-31T07:00:00+07:00,1.26,m     , O
LA,14301,HH,M,2003-02-01T07:00:00+07:00,1.26,m     , O
LA,14301,HH,M,2003-02-02T07:00:00+07:00,1.21,m     , O
LA,14301,HH,M,2003-02-03T07:00:00+07:00,1.17,m     , O
LA,14301,HH,M,2003-02-04T07:00:00+07:00,1.15,m     , O
