VN,450701,HH,M,2000-01-01T07:00:00+07:00,25.83,m     , O
VN,450701,HH,M,2002-01-24T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2002-01-25T07:00:00+07:00,25.67,m     , O
VN,450701,HH,M,2002-01-26T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2002-01-27T07:00:00+07:00,25.65,m     , O
VN,450701,HH,M,2002-01-28T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2002-01-29T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2002-01-30T07:00:00+07:00,25.61,m     , O
VN,450701,HH,M,2002-01-31T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2002-02-01T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2002-02-02T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2002-02-03T07:00:00+07:00,25.61,m     , O
VN,450701,HH,M,2002-02-04T07:00:00+07:00,25.65,m     , O
VN,450701,HH,M,2002-02-05T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2002-02-06T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2002-02-07T07:00:00+07:00,25.65,m     , O
VN,450701,HH,M,2002-02-08T07:00:00+07:00,25.65,m     , O
VN,450701,HH,M,2002-02-09T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2002-02-10T07:00:00+07:00,25.63,m     , O
VN,450701,HH,M,2002-02-11T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2002-02-12T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2002-02-13T07:00:00+07:00,25.61,m     , O
VN,450701,HH,M,2002-02-14T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2002-02-15T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2002-02-16T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2002-02-17T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2002-02-18T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2002-02-19T07:00:00+07:00,25.58,m     , O
VN,450701,HH,M,2002-02-20T07:00:00+07:00,25.57,m     , O
VN,450701,HH,M,2002-02-21T07:00:00+07:00,25.57,m     , O
VN,450701,HH,M,2002-02-22T07:00:00+07:00,25.57,m     , O
VN,450701,HH,M,2002-02-23T07:00:00+07:00,25.57,m     , O
VN,450701,HH,M,2002-02-24T07:00:00+07:00,25.56,m     , O
VN,450701,HH,M,2002-02-25T07:00:00+07:00,25.54,m     , O
VN,450701,HH,M,2002-02-26T07:00:00+07:00,25.53,m     , O
VN,450701,HH,M,2002-02-27T07:00:00+07:00,25.52,m     , O
VN,450701,HH,M,2002-02-28T07:00:00+07:00,25.51,m     , O
VN,450701,HH,M,2002-03-01T07:00:00+07:00,25.51,m     , O
VN,450701,HH,M,2002-03-02T07:00:00+07:00,25.5,m     , O
VN,450701,HH,M,2002-03-03T07:00:00+07:00,25.5,m     , O
VN,450701,HH,M,2002-03-04T07:00:00+07:00,25.49,m     , O
VN,450701,HH,M,2002-03-05T07:00:00+07:00,25.48,m     , O
VN,450701,HH,M,2002-03-06T07:00:00+07:00,25.48,m     , O
VN,450701,HH,M,2002-03-07T07:00:00+07:00,25.48,m     , O
VN,450701,HH,M,2002-03-08T07:00:00+07:00,25.46,m     , O
VN,450701,HH,M,2002-03-09T07:00:00+07:00,25.46,m     , O
VN,450701,HH,M,2002-03-10T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2002-03-11T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2002-03-12T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2002-03-13T07:00:00+07:00,25.65,m     , O
VN,450701,HH,M,2002-03-14T07:00:00+07:00,25.65,m     , O
VN,450701,HH,M,2002-03-15T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2002-03-16T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2002-03-17T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2002-03-18T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2002-03-19T07:00:00+07:00,25.65,m     , O
VN,450701,HH,M,2002-03-20T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2002-03-21T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2002-03-22T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2002-03-23T07:00:00+07:00,25.63,m     , O
VN,450701,HH,M,2002-03-24T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2002-03-25T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2002-03-26T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2002-03-27T07:00:00+07:00,25.72,m     , O
VN,450701,HH,M,2002-03-28T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2002-03-29T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2002-03-30T07:00:00+07:00,25.8,m     , O
VN,450701,HH,M,2002-03-31T07:00:00+07:00,25.7,m     , O
VN,450701,HH,M,2002-04-01T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2002-04-02T07:00:00+07:00,25.63,m     , O
VN,450701,HH,M,2002-04-03T07:00:00+07:00,25.61,m     , O
VN,450701,HH,M,2002-04-04T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2002-04-05T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2002-04-06T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2002-04-07T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2002-04-08T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2002-04-09T07:00:00+07:00,25.85,m     , O
VN,450701,HH,M,2002-04-10T07:00:00+07:00,25.83,m     , O
VN,450701,HH,M,2002-04-11T07:00:00+07:00,25.73,m     , O
VN,450701,HH,M,2002-04-12T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2002-04-13T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2002-04-14T07:00:00+07:00,25.63,m     , O
VN,450701,HH,M,2002-04-15T07:00:00+07:00,25.61,m     , O
VN,450701,HH,M,2002-04-16T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2002-04-17T07:00:00+07:00,25.72,m     , O
VN,450701,HH,M,2002-04-18T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2002-04-19T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2002-04-20T07:00:00+07:00,25.56,m     , O
VN,450701,HH,M,2002-04-21T07:00:00+07:00,25.55,m     , O
VN,450701,HH,M,2002-04-22T07:00:00+07:00,25.57,m     , O
VN,450701,HH,M,2002-04-23T07:00:00+07:00,25.59,m     , O
VN,450701,HH,M,2002-04-24T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2002-04-25T07:00:00+07:00,25.63,m     , O
VN,450701,HH,M,2002-04-26T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2002-04-27T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2002-04-28T07:00:00+07:00,25.56,m     , O
VN,450701,HH,M,2002-04-29T07:00:00+07:00,25.54,m     , O
VN,450701,HH,M,2002-04-30T07:00:00+07:00,25.52,m     , O
VN,450701,HH,M,2002-05-01T07:00:00+07:00,25.5,m     , O
VN,450701,HH,M,2002-05-02T07:00:00+07:00,25.51,m     , O
VN,450701,HH,M,2002-05-03T07:00:00+07:00,25.52,m     , O
VN,450701,HH,M,2002-05-04T07:00:00+07:00,25.5,m     , O
VN,450701,HH,M,2002-05-05T07:00:00+07:00,25.49,m     , O
VN,450701,HH,M,2002-05-06T07:00:00+07:00,25.49,m     , O
VN,450701,HH,M,2002-05-07T07:00:00+07:00,25.51,m     , O
VN,450701,HH,M,2002-05-08T07:00:00+07:00,25.56,m     , O
VN,450701,HH,M,2002-05-09T07:00:00+07:00,25.55,m     , O
VN,450701,HH,M,2002-05-10T07:00:00+07:00,25.57,m     , O
VN,450701,HH,M,2002-05-11T07:00:00+07:00,25.56,m     , O
VN,450701,HH,M,2002-05-12T07:00:00+07:00,25.63,m     , O
VN,450701,HH,M,2002-05-13T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2002-05-14T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2002-05-15T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2002-05-16T07:00:00+07:00,25.67,m     , O
VN,450701,HH,M,2002-05-17T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2002-05-18T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2002-05-19T07:00:00+07:00,25.58,m     , O
VN,450701,HH,M,2002-05-20T07:00:00+07:00,25.55,m     , O
VN,450701,HH,M,2002-05-21T07:00:00+07:00,25.53,m     , O
VN,450701,HH,M,2002-05-22T07:00:00+07:00,25.53,m     , O
VN,450701,HH,M,2002-05-23T07:00:00+07:00,25.53,m     , O
VN,450701,HH,M,2002-05-24T07:00:00+07:00,25.52,m     , O
VN,450701,HH,M,2002-05-25T07:00:00+07:00,25.56,m     , O
VN,450701,HH,M,2002-05-26T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2002-05-27T07:00:00+07:00,25.7,m     , O
VN,450701,HH,M,2002-05-28T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2002-05-29T07:00:00+07:00,25.71,m     , O
VN,450701,HH,M,2002-05-30T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2002-05-31T07:00:00+07:00,25.58,m     , O
VN,450701,HH,M,2002-06-01T07:00:00+07:00,25.53,m     , O
VN,450701,HH,M,2002-06-02T07:00:00+07:00,25.51,m     , O
VN,450701,HH,M,2002-06-03T07:00:00+07:00,25.5,m     , O
VN,450701,HH,M,2002-06-04T07:00:00+07:00,25.54,m     , O
VN,450701,HH,M,2002-06-05T07:00:00+07:00,25.57,m     , O
VN,450701,HH,M,2002-06-06T07:00:00+07:00,25.65,m     , O
VN,450701,HH,M,2002-06-07T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2002-06-08T07:00:00+07:00,25.57,m     , O
VN,450701,HH,M,2002-06-09T07:00:00+07:00,25.56,m     , O
VN,450701,HH,M,2002-06-10T07:00:00+07:00,25.69,m     , O
VN,450701,HH,M,2002-06-11T07:00:00+07:00,25.77,m     , O
VN,450701,HH,M,2002-06-12T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2002-06-13T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2002-06-14T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2002-06-15T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2002-06-16T07:00:00+07:00,25.8,m     , O
VN,450701,HH,M,2002-06-17T07:00:00+07:00,25.91,m     , O
VN,450701,HH,M,2002-06-18T07:00:00+07:00,25.98,m     , O
VN,450701,HH,M,2002-06-19T07:00:00+07:00,26.36,m     , O
VN,450701,HH,M,2002-06-20T07:00:00+07:00,26.31,m     , O
VN,450701,HH,M,2002-06-21T07:00:00+07:00,26.78,m     , O
VN,450701,HH,M,2002-06-22T07:00:00+07:00,27.55,m     , O
VN,450701,HH,M,2002-06-23T07:00:00+07:00,28.24,m     , O
VN,450701,HH,M,2002-06-24T07:00:00+07:00,27.84,m     , E
VN,450701,HH,M,2002-06-25T07:00:00+07:00,26.69,m     , O
VN,450701,HH,M,2002-06-26T07:00:00+07:00,26.83,m     , O
VN,450701,HH,M,2002-06-27T07:00:00+07:00,26.45,m     , O
VN,450701,HH,M,2002-06-28T07:00:00+07:00,26.3,m     , O
VN,450701,HH,M,2002-06-29T07:00:00+07:00,26.19,m     , O
VN,450701,HH,M,2002-06-30T07:00:00+07:00,26.07,m     , O
VN,450701,HH,M,2002-07-01T07:00:00+07:00,26.02,m     , O
VN,450701,HH,M,2002-07-02T07:00:00+07:00,26.1,m     , O
VN,450701,HH,M,2002-07-03T07:00:00+07:00,26.18,m     , O
VN,450701,HH,M,2002-07-04T07:00:00+07:00,25.87,m     , O
VN,450701,HH,M,2002-07-05T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2002-07-06T07:00:00+07:00,26.05,m     , O
VN,450701,HH,M,2002-07-07T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2002-07-08T07:00:00+07:00,26.43,m     , O
VN,450701,HH,M,2002-07-09T07:00:00+07:00,26.41,m     , O
VN,450701,HH,M,2002-07-10T07:00:00+07:00,26.39,m     , O
VN,450701,HH,M,2002-07-11T07:00:00+07:00,26.48,m     , O
VN,450701,HH,M,2002-07-12T07:00:00+07:00,26.32,m     , O
VN,450701,HH,M,2002-07-13T07:00:00+07:00,26.2,m     , O
VN,450701,HH,M,2002-07-14T07:00:00+07:00,26.1,m     , O
VN,450701,HH,M,2002-07-15T07:00:00+07:00,26.07,m     , O
VN,450701,HH,M,2002-07-16T07:00:00+07:00,26.13,m     , O
VN,450701,HH,M,2002-07-17T07:00:00+07:00,26.06,m     , O
VN,450701,HH,M,2002-07-18T07:00:00+07:00,26,m     , O
VN,450701,HH,M,2002-07-19T07:00:00+07:00,25.9,m     , O
VN,450701,HH,M,2002-07-20T07:00:00+07:00,25.87,m     , O
VN,450701,HH,M,2002-07-21T07:00:00+07:00,25.81,m     , O
VN,450701,HH,M,2002-07-22T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2002-07-23T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2002-07-24T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2002-07-25T07:00:00+07:00,25.79,m     , O
VN,450701,HH,M,2002-07-26T07:00:00+07:00,25.83,m     , O
VN,450701,HH,M,2002-07-27T07:00:00+07:00,25.79,m     , O
VN,450701,HH,M,2002-07-28T07:00:00+07:00,25.88,m     , O
VN,450701,HH,M,2002-07-29T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2002-07-30T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2002-07-31T07:00:00+07:00,25.77,m     , O
VN,450701,HH,M,2002-08-01T07:00:00+07:00,25.72,m     , O
VN,450701,HH,M,2002-08-02T07:00:00+07:00,25.71,m     , O
VN,450701,HH,M,2002-08-03T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2002-08-04T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2002-08-05T07:00:00+07:00,25.84,m     , O
VN,450701,HH,M,2002-08-06T07:00:00+07:00,26.01,m     , O
VN,450701,HH,M,2002-08-07T07:00:00+07:00,26.04,m     , O
VN,450701,HH,M,2002-08-08T07:00:00+07:00,26.04,m     , O
VN,450701,HH,M,2002-08-09T07:00:00+07:00,26.19,m     , O
VN,450701,HH,M,2002-08-10T07:00:00+07:00,26.1,m     , O
VN,450701,HH,M,2002-08-11T07:00:00+07:00,26,m     , O
VN,450701,HH,M,2002-08-12T07:00:00+07:00,26.06,m     , O
VN,450701,HH,M,2002-08-13T07:00:00+07:00,27.65,m     , O
VN,450701,HH,M,2002-08-14T07:00:00+07:00,29.16,m     , O
VN,450701,HH,M,2002-08-15T07:00:00+07:00,29.58,m     , O
VN,450701,HH,M,2002-08-16T07:00:00+07:00,30.5,m     , O
VN,450701,HH,M,2002-08-17T07:00:00+07:00,29.6,m     , O
VN,450701,HH,M,2002-08-18T07:00:00+07:00,31.06,m     , O
VN,450701,HH,M,2002-08-19T07:00:00+07:00,30.61,m     , O
VN,450701,HH,M,2002-08-20T07:00:00+07:00,29.26,m     , O
VN,450701,HH,M,2002-08-21T07:00:00+07:00,28.61,m     , O
VN,450701,HH,M,2002-08-22T07:00:00+07:00,28.13,m     , O
VN,450701,HH,M,2002-08-23T07:00:00+07:00,28.05,m     , O
VN,450701,HH,M,2002-08-24T07:00:00+07:00,27.98,m     , O
VN,450701,HH,M,2002-08-25T07:00:00+07:00,27.66,m     , O
VN,450701,HH,M,2002-08-26T07:00:00+07:00,27.45,m     , O
VN,450701,HH,M,2002-08-27T07:00:00+07:00,27.34,m     , O
VN,450701,HH,M,2002-08-28T07:00:00+07:00,27.36,m     , O
VN,450701,HH,M,2002-08-29T07:00:00+07:00,27.22,m     , O
VN,450701,HH,M,2002-08-30T07:00:00+07:00,27.13,m     , O
VN,450701,HH,M,2002-08-31T07:00:00+07:00,27.15,m     , O
VN,450701,HH,M,2002-09-01T07:00:00+07:00,27.1,m     , O
VN,450701,HH,M,2002-09-02T07:00:00+07:00,27.02,m     , O
VN,450701,HH,M,2002-09-03T07:00:00+07:00,26.98,m     , O
VN,450701,HH,M,2002-09-04T07:00:00+07:00,27.07,m     , O
VN,450701,HH,M,2002-09-05T07:00:00+07:00,27.53,m     , O
VN,450701,HH,M,2002-09-06T07:00:00+07:00,27.46,m     , O
VN,450701,HH,M,2002-09-07T07:00:00+07:00,27.67,m     , O
VN,450701,HH,M,2002-09-08T07:00:00+07:00,28.38,m     , O
VN,450701,HH,M,2002-09-09T07:00:00+07:00,27.89,m     , O
VN,450701,HH,M,2002-09-10T07:00:00+07:00,27.76,m     , O
VN,450701,HH,M,2002-09-11T07:00:00+07:00,27.79,m     , O
VN,450701,HH,M,2002-09-12T07:00:00+07:00,27.64,m     , O
VN,450701,HH,M,2002-09-13T07:00:00+07:00,27.26,m     , O
VN,450701,HH,M,2002-09-14T07:00:00+07:00,27.11,m     , O
VN,450701,HH,M,2002-09-15T07:00:00+07:00,27,m     , O
VN,450701,HH,M,2002-09-16T07:00:00+07:00,26.9,m     , O
VN,450701,HH,M,2002-09-17T07:00:00+07:00,26.89,m     , O
VN,450701,HH,M,2002-09-18T07:00:00+07:00,27,m     , O
VN,450701,HH,M,2002-09-19T07:00:00+07:00,27.12,m     , O
VN,450701,HH,M,2002-09-20T07:00:00+07:00,27.14,m     , O
VN,450701,HH,M,2002-09-21T07:00:00+07:00,27.34,m     , O
VN,450701,HH,M,2002-09-22T07:00:00+07:00,27.56,m     , O
VN,450701,HH,M,2002-09-23T07:00:00+07:00,27.79,m     , O
VN,450701,HH,M,2002-09-24T07:00:00+07:00,27.53,m     , O
VN,450701,HH,M,2002-09-25T07:00:00+07:00,27.4,m     , O
VN,450701,HH,M,2002-09-26T07:00:00+07:00,27.19,m     , O
VN,450701,HH,M,2002-09-27T07:00:00+07:00,27.11,m     , O
VN,450701,HH,M,2002-09-28T07:00:00+07:00,27.26,m     , O
VN,450701,HH,M,2002-09-29T07:00:00+07:00,27.16,m     , O
VN,450701,HH,M,2002-09-30T07:00:00+07:00,27.05,m     , O
VN,450701,HH,M,2002-10-01T07:00:00+07:00,26.93,m     , O
VN,450701,HH,M,2002-10-02T07:00:00+07:00,26.84,m     , O
VN,450701,HH,M,2002-10-03T07:00:00+07:00,26.78,m     , O
VN,450701,HH,M,2002-10-04T07:00:00+07:00,26.83,m     , O
VN,450701,HH,M,2002-10-05T07:00:00+07:00,26.8,m     , O
VN,450701,HH,M,2002-10-06T07:00:00+07:00,27.2,m     , O
VN,450701,HH,M,2002-10-07T07:00:00+07:00,27.4,m     , O
VN,450701,HH,M,2002-10-08T07:00:00+07:00,27.17,m     , O
VN,450701,HH,M,2002-10-09T07:00:00+07:00,26.88,m     , O
VN,450701,HH,M,2002-10-10T07:00:00+07:00,26.76,m     , O
VN,450701,HH,M,2002-10-11T07:00:00+07:00,26.7,m     , O
VN,450701,HH,M,2002-10-12T07:00:00+07:00,26.64,m     , O
VN,450701,HH,M,2002-10-13T07:00:00+07:00,26.59,m     , O
VN,450701,HH,M,2002-10-14T07:00:00+07:00,26.58,m     , O
VN,450701,HH,M,2002-10-15T07:00:00+07:00,26.54,m     , O
VN,450701,HH,M,2002-10-16T07:00:00+07:00,26.91,m     , O
VN,450701,HH,M,2002-10-17T07:00:00+07:00,27.06,m     , O
VN,450701,HH,M,2002-10-18T07:00:00+07:00,26.98,m     , O
VN,450701,HH,M,2002-10-19T07:00:00+07:00,26.98,m     , O
VN,450701,HH,M,2002-10-20T07:00:00+07:00,27.01,m     , O
VN,450701,HH,M,2002-10-21T07:00:00+07:00,26.84,m     , O
VN,450701,HH,M,2002-10-22T07:00:00+07:00,26.67,m     , O
VN,450701,HH,M,2002-10-23T07:00:00+07:00,26.6,m     , O
VN,450701,HH,M,2002-10-24T07:00:00+07:00,26.54,m     , O
VN,450701,HH,M,2002-10-25T07:00:00+07:00,26.51,m     , O
VN,450701,HH,M,2002-10-26T07:00:00+07:00,26.54,m     , O
VN,450701,HH,M,2002-10-27T07:00:00+07:00,26.49,m     , O
VN,450701,HH,M,2002-10-28T07:00:00+07:00,26.44,m     , O
VN,450701,HH,M,2002-10-29T07:00:00+07:00,26.47,m     , O
VN,450701,HH,M,2002-10-30T07:00:00+07:00,26.45,m     , O
VN,450701,HH,M,2002-10-31T07:00:00+07:00,26.4,m     , O
VN,450701,HH,M,2002-11-01T07:00:00+07:00,26.35,m     , O
VN,450701,HH,M,2002-11-02T07:00:00+07:00,26.38,m     , O
VN,450701,HH,M,2002-11-03T07:00:00+07:00,26.36,m     , O
VN,450701,HH,M,2002-11-04T07:00:00+07:00,27.16,m     , O
VN,450701,HH,M,2002-11-05T07:00:00+07:00,26.92,m     , O
VN,450701,HH,M,2002-11-06T07:00:00+07:00,26.62,m     , O
VN,450701,HH,M,2002-11-07T07:00:00+07:00,27.18,m     , O
VN,450701,HH,M,2002-11-08T07:00:00+07:00,27.43,m     , O
VN,450701,HH,M,2002-11-09T07:00:00+07:00,27.16,m     , O
VN,450701,HH,M,2002-11-10T07:00:00+07:00,27.13,m     , O
VN,450701,HH,M,2002-11-11T07:00:00+07:00,26.86,m     , O
VN,450701,HH,M,2002-11-12T07:00:00+07:00,26.76,m     , O
VN,450701,HH,M,2002-11-13T07:00:00+07:00,26.66,m     , O
VN,450701,HH,M,2002-11-14T07:00:00+07:00,26.55,m     , O
VN,450701,HH,M,2002-11-15T07:00:00+07:00,26.5,m     , O
VN,450701,HH,M,2002-11-16T07:00:00+07:00,26.44,m     , O
VN,450701,HH,M,2002-11-17T07:00:00+07:00,26.4,m     , O
VN,450701,HH,M,2002-11-18T07:00:00+07:00,26.36,m     , O
VN,450701,HH,M,2002-11-19T07:00:00+07:00,26.33,m     , O
VN,450701,HH,M,2002-11-20T07:00:00+07:00,26.32,m     , O
VN,450701,HH,M,2002-11-21T07:00:00+07:00,26.32,m     , O
VN,450701,HH,M,2002-11-22T07:00:00+07:00,26.3,m     , O
VN,450701,HH,M,2002-11-23T07:00:00+07:00,26.34,m     , O
VN,450701,HH,M,2002-11-24T07:00:00+07:00,26.32,m     , O
VN,450701,HH,M,2002-11-25T07:00:00+07:00,26.25,m     , O
VN,450701,HH,M,2002-11-26T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2002-11-27T07:00:00+07:00,26.18,m     , O
VN,450701,HH,M,2002-11-28T07:00:00+07:00,26.18,m     , O
VN,450701,HH,M,2002-11-29T07:00:00+07:00,26.18,m     , O
VN,450701,HH,M,2002-11-30T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2002-12-01T07:00:00+07:00,26.29,m     , O
VN,450701,HH,M,2002-12-02T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2002-12-03T07:00:00+07:00,26.16,m     , O
VN,450701,HH,M,2002-12-04T07:00:00+07:00,26.13,m     , O
VN,450701,HH,M,2002-12-05T07:00:00+07:00,26.18,m     , O
VN,450701,HH,M,2002-12-06T07:00:00+07:00,26.22,m     , O
VN,450701,HH,M,2002-12-07T07:00:00+07:00,26.2,m     , O
VN,450701,HH,M,2002-12-08T07:00:00+07:00,26.12,m     , O
VN,450701,HH,M,2002-12-09T07:00:00+07:00,26.08,m     , O
VN,450701,HH,M,2002-12-10T07:00:00+07:00,26.05,m     , O
VN,450701,HH,M,2002-12-11T07:00:00+07:00,26.07,m     , O
VN,450701,HH,M,2002-12-12T07:00:00+07:00,26.04,m     , O
VN,450701,HH,M,2002-12-13T07:00:00+07:00,26.02,m     , O
VN,450701,HH,M,2002-12-14T07:00:00+07:00,26.05,m     , O
VN,450701,HH,M,2002-12-15T07:00:00+07:00,26.04,m     , O
VN,450701,HH,M,2002-12-16T07:00:00+07:00,26.02,m     , O
VN,450701,HH,M,2002-12-17T07:00:00+07:00,26.03,m     , O
VN,450701,HH,M,2002-12-18T07:00:00+07:00,26.02,m     , O
VN,450701,HH,M,2002-12-19T07:00:00+07:00,25.99,m     , O
VN,450701,HH,M,2002-12-20T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2002-12-21T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2002-12-22T07:00:00+07:00,25.96,m     , O
VN,450701,HH,M,2002-12-23T07:00:00+07:00,25.94,m     , O
VN,450701,HH,M,2002-12-24T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2002-12-25T07:00:00+07:00,25.91,m     , O
VN,450701,HH,M,2002-12-26T07:00:00+07:00,25.9,m     , O
VN,450701,HH,M,2002-12-27T07:00:00+07:00,25.91,m     , O
VN,450701,HH,M,2002-12-28T07:00:00+07:00,25.92,m     , O
VN,450701,HH,M,2002-12-29T07:00:00+07:00,25.88,m     , O
VN,450701,HH,M,2002-12-30T07:00:00+07:00,25.86,m     , O
VN,450701,HH,M,2002-12-31T07:00:00+07:00,25.84,m     , O
VN,450701,HH,M,2003-01-01T07:00:00+07:00,25.82,m     , O
VN,450701,HH,M,2003-01-02T07:00:00+07:00,25.81,m     , O
VN,450701,HH,M,2003-01-03T07:00:00+07:00,25.8,m     , O
VN,450701,HH,M,2003-01-04T07:00:00+07:00,25.8,m     , O
VN,450701,HH,M,2003-01-05T07:00:00+07:00,25.79,m     , O
VN,450701,HH,M,2003-01-06T07:00:00+07:00,25.78,m     , O
VN,450701,HH,M,2003-01-07T07:00:00+07:00,25.77,m     , O
VN,450701,HH,M,2003-01-08T07:00:00+07:00,25.77,m     , O
VN,450701,HH,M,2003-01-09T07:00:00+07:00,25.76,m     , O
VN,450701,HH,M,2003-01-10T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2003-01-11T07:00:00+07:00,25.74,m     , O
VN,450701,HH,M,2003-01-12T07:00:00+07:00,25.72,m     , O
VN,450701,HH,M,2003-01-13T07:00:00+07:00,25.73,m     , O
VN,450701,HH,M,2003-01-14T07:00:00+07:00,25.72,m     , O
VN,450701,HH,M,2003-01-15T07:00:00+07:00,25.72,m     , O
VN,450701,HH,M,2003-01-16T07:00:00+07:00,25.71,m     , O
VN,450701,HH,M,2003-01-17T07:00:00+07:00,25.7,m     , O
VN,450701,HH,M,2003-01-18T07:00:00+07:00,25.69,m     , O
VN,450701,HH,M,2003-01-19T07:00:00+07:00,25.69,m     , O
VN,450701,HH,M,2003-01-20T07:00:00+07:00,25.69,m     , O
VN,450701,HH,M,2003-01-21T07:00:00+07:00,25.68,m     , O
VN,450701,HH,M,2003-01-22T07:00:00+07:00,25.67,m     , O
VN,450701,HH,M,2003-01-23T07:00:00+07:00,25.67,m     , O
VN,450701,HH,M,2003-01-24T07:00:00+07:00,25.66,m     , O
VN,450701,HH,M,2003-01-25T07:00:00+07:00,25.65,m     , O
VN,450701,HH,M,2003-01-26T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2003-01-27T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2003-01-28T07:00:00+07:00,25.64,m     , O
VN,450701,HH,M,2003-01-29T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2003-01-30T07:00:00+07:00,25.62,m     , O
VN,450701,HH,M,2003-01-31T07:00:00+07:00,25.61,m     , O
VN,450701,HH,M,2003-02-01T07:00:00+07:00,25.61,m     , O
VN,450701,HH,M,2003-02-02T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2003-02-03T07:00:00+07:00,25.6,m     , O
VN,450701,HH,M,2003-02-04T07:00:00+07:00,25.58,m     , O
